application,library,device,os,user_agent_string,certificate_authority,ja4_fingerprint,ja4_fingerprint_string,ja4s_fingerprint,ja4h_fingerprint,ja4x_fingerprint,ja4t_fingerprint
Chrome 69.0 ,,,OS X El Capitan ,,,t12d1212h2_d34a8e72043a_b00751acaffa,"t12d1212h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 32.0 ,,,OS X Snow Leopard ,,,t12d1309sp_a571d07754c8_6bdcaa414218,"t12d1309sp_002f,0032,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_000a,000b,000d,0023,3374,754f,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Chrome 65.0 ,,,Windows 7 ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 75.0 ,,,Windows 7 ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 68.0 ,,,Windows 10 ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 49.0 ,,,Windows 11 ,,,t12d1112h2_c45550529adf_c9eaec7dbab4,"t12d1112h2_002f,0035,009c,c009,c00a,c013,c014,c02b,c02f,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,3374,7550,ff01_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_febd996c6b68_000000000000_000000000000,,
Chrome 47.0 ,,,Windows 8 .1,,,t12d1212ht_39b11509324c_c9eaec7dbab4,"t12d1212ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550,ff01_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_febd996c6b68_000000000000_000000000000,,
Firefox 73.0 ,,,Windows 10 ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Safari ,,iPad Pro 11 2021,ios 14 .5,,,t13d2313h2_24fc43eb1c96_845d286b0d67,"t13d2313h2_002f,0035,003c,003d,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,002b,002d,0033,ff01_0403,0804,0401,0503,0203,0805,0805,0501,0806,0601,0201",,ge11nr11enus_2b3497cbdd1b_000000000000_000000000000,,
Firefox 109.0 ,,,OS X Big Sur ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 75.0 ,,,Windows 10 ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 93.0 ,,,OS X Mojave ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 97.0 ,,,OS X High Sierra ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 103.0 ,,,OS X Monterey ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 98.0 ,,,Windows 8 .1,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 96.0 ,,,OS X Monterey ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 108.0 ,,,OS X Sonoma ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 89.0 ,,,Windows 8 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Chrome 32.0 ,,,OS X High Sierra ,,,t12d1309sp_a571d07754c8_6bdcaa414218,"t12d1309sp_002f,0032,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_000a,000b,000d,0023,3374,754f,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Chrome 106.0 ,,,OS X Big Sur ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 83.0 ,,,OS X Sonoma ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Firefox 98.0 ,,,Windows 11 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.8; +https://internetsladd.se/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.4 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.4 facebookexternalhit/1.1 Facebot Twitterbot/1.0",,t13d1714h2_5b57614c22b0_14788d8d241b,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,002b,002d,0033,ff01_0403,0804,0401,0503,0203,0805,0805,0501,0806,0601,0201",,ge11nn14enca_3910368f8bb0_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.8; +https://thelounge.network/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Chrome 86.0 ,,,Windows 10 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Firefox 59.0 ,,,Windows 8 ,,,t12d1409h2_c877c20a043a_e70312a1ce2c,"t12d1409h2_002f,0033,0035,0039,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,0023,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 84.0 ,,,Windows 7 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Chrome 74.0 ,,,OS X El Capitan ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 91.0 ,,,OS X Big Sur ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Edge 90.0 ,,,Windows 10 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn18enus_010ca9f6ee2b_000000000000_000000000000,,
Firefox 61.0 ,,,OS X Sierra ,,,t12d1313h2_07be0c029dc8_ad97e2351c08,"t12d1313h2_002f,0035,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 38.0 ,,,Windows 8 .1,,,t12d1311sp_a571d07754c8_06a4338d0495,"t12d1311sp_002f,0032,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0023,3374,7550,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Firefox 80.0 ,,,Windows 8 .1,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 76.0 ,,,OS X Big Sur ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn15enus_4eabb3b8bf96_000000000000_000000000000,,
Chrome 61.0 ,,,Windows 7 ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 48.0 ,,,OS X Lion ,,,t12d1212h2_39b11509324c_c9eaec7dbab4,"t12d1212h2_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550,ff01_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_febd996c6b68_000000000000_000000000000,,
Chrome 77.0 ,,,OS X Ventura ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn15enus_4eabb3b8bf96_000000000000_000000000000,,
Chrome 99.0 ,,,OS X Big Sur ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 44.0 ,,,OS X Mountain Lion ,,,t12d1211ht_39b11509324c_c905abbc9856,"t12d1211ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_4bfab9adadac_000000000000_000000000000,,
Edge 92.0 ,,,Windows 10 ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn18enus_010ca9f6ee2b_000000000000_000000000000,,
Chrome 97.0 ,,,OS X Big Sur ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Edge 109.0 ,,,Windows 8 ,,,t13d1616h2_e72c3b3287f1_e5627efa2ab1,"t13d1616h2_002f,0035,009c,009d,1301,1302,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 44.0 ,,,OS X El Capitan ,,,t12d1211ht_39b11509324c_c905abbc9856,"t12d1211ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_4bfab9adadac_000000000000_000000000000,,
Chrome 80.0 ,,,OS X Big Sur ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn16enus_8333821ec29d_000000000000_000000000000,,
Firefox 76.0 ,,,Windows 8 ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://handmade.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Chrome 87.0 ,,,OS X Sonoma ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn150000_591f165e7311_000000000000_e3b0c44298fc,,
Edge 111.0 ,,,OS X High Sierra ,,,t13d1616h2_e72c3b3287f1_e5627efa2ab1,"t13d1616h2_002f,0035,009c,009d,1301,1302,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 80.0 ,,,Windows 10 ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 102.0 ,,,Windows 8 ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 109.0 ,,,Windows 11 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 113.0 ,,,OS X Big Sur ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 103.0 ,,,OS X Big Sur ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 58.0 ,,,OS X Yosemite ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 117.0 ,,,OS X Sonoma ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 98.0 ,,,Windows 11 ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Edge 108.0 ,,,Windows 10 ,,,t13d1616h2_e72c3b3287f1_e5627efa2ab1,"t13d1616h2_002f,0035,009c,009d,1301,1302,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://techbacon.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Chrome 99.0 ,,,OS X Catalina ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 102.0 ,,,OS X Sierra ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 110.0 ,,,Windows 11 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Edge 87.0 ,,,Windows 8 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Firefox 60.0 ,,,OS X Mojave ,,,t12d1313h2_07be0c029dc8_ad97e2351c08,"t12d1313h2_002f,0035,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
